date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:35:20	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:17%20GMT	https://www.e-obce.sk/obrazky/baner_trnava.jpg	C:/My%20Web%20Sites/obce/web/images/baner_trnava.jpg	(from https://www.e-obce.sk/)
12:35:21	25619/25619	URF---	200	added ('OK%20(cached)')	image/jpeg		https://www.e-obce.sk/obrazky/baner_cd.jpg	C:/My%20Web%20Sites/obce/web/images/baner_cd.jpg	(from https://www.e-obce.sk/)
12:35:22	34099/-1	---M--	200	added ('OK')	text/html	date:Thu,%2018%20Jan%202018%2011:35:22%20GMT	https://www.e-obce.sk/clanok.html?id=1572&akcia=novykomentar	C:/My%20Web%20Sites/obce/web/html/clanoke56e.html	(from https://www.e-obce.sk/)
12:35:24	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:21%20GMT	https://www.e-obce.sk/obrazky/Banner3.jpg	C:/My%20Web%20Sites/obce/web/images/banner3.jpg	(from https://www.e-obce.sk/)
12:35:25	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:21%20GMT	https://www.e-obce.sk/obrazky/vyhlasenie1.jpg	C:/My%20Web%20Sites/obce/web/images/vyhlasenie1.jpg	(from https://www.e-obce.sk/)
12:35:26	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:23%20GMT	https://www.e-obce.sk/obrazky/TS_odovzdavanie.pdf	C:/My%20Web%20Sites/obce/web/images/ts_odovzdavanie.pdf	(from https://www.e-obce.sk/)
12:35:26	31843/-1	---M--	200	added ('OK')	text/html	date:Thu,%2018%20Jan%202018%2011:35:27%20GMT	https://www.e-obce.sk/infoshow.html?info=1061	C:/My%20Web%20Sites/obce/web/html/infoshow601f.html	(from https://www.e-obce.sk/)
12:35:27	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:24%20GMT	https://www.e-obce.sk/obrazky/Tlac.pdf	C:/My%20Web%20Sites/obce/web/images/tlac.pdf	(from https://www.e-obce.sk/)
12:35:30	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:26%20GMT	https://www.e-obce.sk/obrazky/Vys.pdf	C:/My%20Web%20Sites/obce/web/images/vys.pdf	(from https://www.e-obce.sk/)
12:35:31	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:28%20GMT	https://www.e-obce.sk/images/telovpravobg.jpg	C:/My%20Web%20Sites/obce/web/images/telovpravobg.jpg	(from https://www.e-obce.sk/)
12:35:31	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2018%20Jan%202018%2011:35:28%20GMT	https://www.e-obce.sk/images/telor.jpg	C:/My%20Web%20Sites/obce/web/images/telor.jpg	(from https://www.e-obce.sk/)
12:35:32	49003/-1	---M--	200	added ('OK')	text/html	date:Thu,%2018%20Jan%202018%2011:35:32%20GMT	https://www.e-obce.sk/fotogaleria.html	C:/My%20Web%20Sites/obce/web/html/fotogaleria.html	(from https://www.e-obce.sk/)
